,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
2246,jollibee   mình đến đây ở đây chỉ vào những dịp có khuyến mãi   vì không gian ở đây rộng nhưng bố trí bàn ghế chật hẹp   nóng nực   khó chịu   nhân viên phục vụ chậm chạp   joli không như những quán gà rán khác   mỗi lần lấy tương là phải đi xin nhân viên khổ sở và rất lâu   tương không ngon   mùi hăng khó ngửi   dụng cụ dao   nỉa rất ít   khi đi lấy thì mới vừa rửa xong   còn ướt và có mùi nước rửa chén   gà quá nhiều thịt   bên trong còn dầu khá ngán   khoai tây chiên bào sợi nhỏ nên mau bị mềm   nước coca đi kèm ít   cơm khô   rời rạc   không thơm   joli được mỗi cái kem ngon hơn kfc và lotte   kem có mùi sữa   thơm   béo   giá cả ở đây đắt hơn lotte   nhưng thu hút được nhiều em nhỏ vì ở đây có chú ong vui nhộn   đến ăn và chụp hình rất dễ thương   sẽ đến quán với những dịp khuyến mãi ,0,0,0,3,0,0
2249,nhân viên thiếu chuyên nghiệp  mình gọi một cafe đá xay socola và một trà sữa caramel  thạch trong li bị chua một cách kinh khủng  hỏi nhân viên thì nhân viên kêu là thạch trái cây  lên men bị chua  làm như trước giờ chưa ai ăn thạch hay gì  thạch này rõ ràng là argar caramel   một số nơi còn gọi là trân châu đen giòn  không bao giờ loại thạch này chua như vậy  đây là lần đầu tiên uống một ly nước mà tức tới cở này ,0,0,0,1,0,0
2250,hông biết phải sức ăn nay giảm hay không mà khi bưng tô này ra là đủ thấy no rồi  trưa nắng 2 đứa vào làm tô bún mà no đến tận tối luôn  nhân viên đông  khách ra vào tấp nập  dòm rổ rau sống tươi roi rói là đủ ưng bụng rồi  riêu cua béo ngậy luôn  nhắm ăn không hết nên đã chia qua cho bạn ăn dùm luôn  chả cá thì mình thấy ăn cũng ổn  nhưng chưa đạt mức xuất sắc  quán bán cả ngày  tiện cho ai muốn ăn no mà chẳng phải suy nghĩ ,0,0,0,4,0,0
2252,quán ăn ngon bổ rẻ  nhưng nhà nhỏ nên ăn uống hơi bất tiện,0,0,0,4,0,0
2254,bánh có vị ngọt vừa phải  giá phải chăng  phù hợp với biếu tặng nếu đến du lịch bình định  quà xứ nẫu,0,0,0,5,0,0
2255,đến quy nhơn mà không ăn món này thì tiếc lắm luôn thật sự chưa ăn thì chưa biết nó ngon đến thế đế tráng giòn trên có 2 loại nhân là tôm và bò về tôm thì tôm tươi nên ngọt với thêm gia vị khác như hành tây   giá đỗ ăn quấn bánh tráng nhúng nước mềm chấm sốt rất ngon về bò chiên thịt vừa vặn thêm nhân như tôm cá nhân thấy bò ngon hơn tôm mà giá rẻ bèo luôn ấy 2 người ăn tẹt hết có 114k nè các bạn vào quy nhơn không thử phí một đời,0,0,0,5,0,0
2256,thấy quán bún đông  mình vào ăn thử  ăn xong đã hiểu vì sao quán đông  quán bán tô bún nước ngon  ngọt từ xương chứ không thấy bột ngọt nhiều  mình húp hết nước lèo luôn  cũng không bị dị ứng bột ngọt như nhiều chỗ khác  quán bán tô chất lượng  giá vừa phải  sẽ ủng hộ lần sau  ,0,0,0,5,0,0
2259,mình là khách du lịch được một người địa phương dẫn đến đây ăn  công nhận nhiều loại bún lắm luôn  nhưng nghe tên bún sứa là lạ nên đành thử tưởng bth nhưng ngon không tưởng nha    sứa không giống lại sứa trắng ở nt nhai cảm thấy dai sần sật  mát miệng  vị bún đậm đà thêm nhiều topping như rạm  chả  mọc     ăn mà no ứ hự luôn  giá cả phải chăng 40ktô thôi    must try nha mọi người ơi,0,0,0,5,0,0
2261,nằm giữa đường lê duẩn sau lung siêu thị copmart là quán cà phê milano   quán rộng rãi không gian đẹp trang trọng lúc nào cũng đông vui  nụ cười nhiệt tình của bạn nhân viên  không khí nói chuyện vui vẻ của nhóm bạn trẻ  hay là một chút suy tư của cô chú lớn tuổi  ngồi nhâm nhi ly cà phê nguyên chất thơm ngon mỗi người một suy nghĩ tâm trạng khác nhau  quán khá nổi tiếng ở quy nhơn    phòng máy lạnh nhưng đầy khói thuốc lá   có bãi đậu xe rộng rãi là nơi tuyệt vời để bạn tiếp chuyện với đôi  tác,0,0,0,4,0,0
2264,hôm bữa thằng bạn nó dẫn ăn sáng ở quán này  thấy quán cũng đông khách quá trới quá đất  bánh hỏi theo mình ăn ngon  nước mắm vừa ăn  mà ngoài này ăn bánh hỏi thấy người ta cho thêm 1 chén cháo ăn kèm  cháo thì theo mình ko ngon  quán đông khách nên hơi chật chội  phục vụ bình thường,0,0,0,5,0,0
2268,nhóm mình vào rất đông  bọn mình order đầu tiên  chỉ có 1 trà sữa chân trâu và 1 lục trà trái cây  nhưng order bị đẩy xuống gần cuối và phải chờ nửa tiếng  ra hỏi 2 lần nhân viên không được 1 câu xin lỗi  thế là quá đủ để chấm 1 rồi  mình có thể trả giá rẻ hơn thế này trên sg  thái độ nhân viên tốt hơn và phục vụ nhanh hơn  bọn mình chi tiền ra không phải ăn xin mà thái độ như thế ,0,0,0,1,0,0
2271,view quán đẹp nhìn rất lạ mắt  bên trong khoáng khá cổ kính  không gian ấm cúng  yên tĩnh phù hợp cho các bạn sinh viên đến học tập  thư giãn  các chị nhân viên phục vụ rất thân thiện  nhiệt tình  đồ uống có rất nhiều loại  đa dạng  ngon  đặc biệt là socola nóng rất ngon  thơm  giá cả phù hợp với mặt bằng chung  nay quán đang có chương trình ủng hộ trung thu cho trẻ em nghèo  rất có ý nghĩa  sẽ ghé quán ủng hộ thêm nhiều lần nữa ,0,0,0,5,0,0
2273,đồ ăn khá mắc  1 tô mỳ mực 30k  mỳ hải sản 90k  được cái view nhìn ra biển đẹp  ăn trưa trong tour có món lẩu gạch cua ăn với sứa và bún khá ngon và lạ miệng  nước dùng ngọt thanh  đáng để ăn thử ,0,0,0,3,0,0
2276,đi du lịch phú yên trước rồi mới sang quy nhơn  phú yên ăn cái gì cũng rẻ hết  sang đây nhìn menu mình thấy hơi choáng chút vì chênh lệch  tuy nhiên đó là so với phú yên thôi chứ mặt bằng chung các tỉnh du lịch khác vẫn hợp lý  đi eo gió hay kỳ co xong mệt ra ăn luôn chuẩn  dọc dãy này cũng nhiều quán lắm  tụi mình gọi cơm chiên hải sản  tu hài và mì xào  cơm hơi mặn xíu nhưng hải sản tươi  tu hài rất chắc   dai ngon  phục vụ nhanh nhẹn ,0,0,0,4,0,0
2280,vẫn là fan trung thành của kfc  nay nhà ta có thêm món pizza thần thánh hoàn toàn không có bột mà thay vào đó là gà chiên giòn kèm lớp phô mai béo ngậy với 1 ít ớt đà lạt đã tạo nên 1 món ăn cực kì mới đang thu hút đông đảo các bạn trẻ nha    giá dùng thử 1 người chỉ 79k thôi nhé mà có thêm 1 phần khoai tây chiên và 1 ly pepsi nữa nha    ăn bao ngon bao no nha    các bạn hãy đến thử món mới và cảm nhận đi nào    ngon ngon lắm đó nha,0,0,0,5,0,0
2281,giá mắc quá  gấp đôi sài gòn  kêu tôm sú sống mù tạt  ko có chỉ có tôm sú ướp đá 750kkg  oh my god,0,0,0,2,0,0
2282,quán nướng của cô chủ trẻ tuổi  dễ thương và nhiệt tình  đa số các món có giá cực kì học sinh  sinh viên nên tối đến cực kỳ đông  nhiều lúc đến kín hết cả bàn hai gian đối diện nhau  không gian đơn giản  dễ thương  hướng ngoại  kiều ngồi top view nướng thịt cũng thú vị á  nhìn như kiểu đang đi hàn quốc chứ chả đùa  nhiều phần ăn giá cực kì hợp lý như phần gà rán chỉ có 17k thôi  nướng ướp thấm  nhiều mà cũng rẻ nữa ,0,0,0,5,0,0
2283,món ăn rất tuyệt nhân viên nhiệt tình chu đáo đặt biệt có trà đá free không gian giống như 1 hội an thu nhả,0,0,0,5,0,0
2284,đây là lần thứ 2 mình tới đây và vẫn là kịch bản cũ  không 1 nhân viên tới oder  mình tự ra quần oder 2 ly nước 95k mà mang ra cho mình như 2 ly nước 25k ngoài vỉa hè  khi mình hỏi thì nhân viên trả lời do bên quán hết ly anh chị không chịu  buộc phải chịu   nếu biết trước  buộc phải chịu  thì mình sẽ không ghé quán  vị trí 10đ   thái độ nhân viên phục vụ 1đ ,0,0,0,2,0,0
2286,nhân viên phục vụ nhân nhẹn   thân thiện   giá cả ổn so với mặt bằng thành phố buổi tối thường có chương trình guitar và hát   khách cũng có thể lên hát và đàn vô tư   nước uống ngon    thích quán ở chỗ quán khá yên tĩnh   đến đây học vào buổi chiều thì tuyệt luôn  sẽ luôn luôn ủng hộ quán   ,0,0,0,5,0,0
2291,đi nhóm 8 người tới  gọi 6 tô bún rạm  nhân viên kiu hết rạm rồi  xong bỏ đi luôn  chờ 1 lúc cóc thấy ai lại hỏi han gì hết  gọi con nhỏ nhân viên nãy lại  nó nhìn 1 phát xong bỏ đi tiếp  điên máu lên chửi cho 1 trận rùi bỏ đi  bà chủ thấy vậy mới chạy ra   mẹ mình đang tức con nhỏ nhân viên mới la lối với bà chủ  ai dè pả cóc thẻm hỏi gì luôn kiu   quán đông nên cô đừng có nói ngang ngược như vậy     ps   khách du lịch muốn ăn thì ra quán bún rạm thùy 261tangbatho đang bực chỗ này chạy ra đây ăn phát hết bực luôn,0,0,0,1,0,0
2295,nước mắm không ngon thái độ nv kg niềm nở lắm giá cả hơi cao,0,0,0,2,0,0
2302,đứng sau kem thì su kem là món mình ưng thứ 2 trên đời hí hí  bingo mới mở từ cuối tháng 4 á nè  không gian bé bé xinh xinh  ấm cúng  đến uống ăn bánh uống trà học bài cũng được mà tới tụ tập cũng hay  chủ quán dễ xương  nhiệt tình  bánh su choux thì quá nổi tiếng rồi  hồi ở đn mình thích nhất ăn ở chewy  về qn may quá có bingo cứu vớt cho cái sự thèm ngọt của mình  bánh trang trí quá yêu  su dai  mới ra lò thì vỏ sẽ hơi giòn  nhân kem thơm thơm béo mịn  làm set sinh nhật thì quá là okela  ngoài ra thì quán còn có nhìu nhìu loại bánh khác nữa như crepe  mousse  cupcake ,0,0,0,5,0,0
2306,có đậu phộng không mong muốn trên nghêu là một vấn đề khi bạn bị dị ứng ,0,0,0,3,0,0
2309,quán bình dân  giá cả dao động từ 60k  150k   khá hợp vị nước chấm lạ miệng  ghẹ tươi sống  ốc móng tay cháy tỏi ngon  nếu ăn hải sản bình dân thì đây là điểm lý tưởng hơn cả xuân diệuđiểm trừ là đường đi hơi khó tìm,0,0,0,4,0,0
2310,đi du lịch quy nhơn tình cờ biết được quán bánh bèo nóng này nên ghé vào  quán nằm gần sát biển  đối diện với công viên gì đó  buổi tối quán có để một vài bàn phía bên công viẻn này nên mình chọn ngồi ở đây  thoáng mát hơn hẳn nhưng hơi tối một tẹo  đúng như tên gọi  bánh bèo ở đây lúc đem ra còn nóng hổi luôn  bánh bèo nhỏ  bột hơi dày  ăn với nhân tôm khô chấy thì phải  bên trên có rải thêm ít bánh mì chiên giòn  nhìn chung ăn khá ngon  một dĩa 12k  chưa bao gồm nem chả ,0,0,0,5,0,0
2313,ai đến quy nhơn nên ghé quán út lợi này  quán ngon   ghẹ tươi sống  giá rất bình dân và sạch sẽ quán nằm trên đường nhỏ nhưng chuyên về hải sản  đường này có rất nhiều quán hải sản  quán này ra đới sau nhưng món chế biến rất ngon  chi bán ghẹ tươi sống ăn đâu hấp đó  đặc biệt ốc thập cẩm   ốc trộn rất ngon nước chấm thì đậm đà ,0,0,0,5,0,0
2315,giá cả hợp lí  đi đông chia ra mỗi người không hết là bao  mình thích kiểu nướng ngói vì thức ăn sẽ không bị cháy đen do than  mỗi lần tới quán là gọi thịt bò nướng  sườn heo nướng với cả đâu bắp  ăn ngon dã man luôn  lẩu hải sản ở đây rẻ mà nhiều lắm   ăn ba đứa một cái lẩu mà không hết ây,0,0,0,5,0,0
2316,chúng tôi ngồi ở vỉa hè trước mặt của một công viên nhỏ bên cạnh biển và thực sự thực sự thích  banh beo  với bơ trộn nước ép sầu riêng  chúng tôi cũng yêu hiếm  nem  ăn với nóng chilipepper sause  chỉ có 5  cho bữa ăn của chúng tôi 3 món và 3 nước trái cây ,0,0,0,5,0,0
2317,tìm thấy nơi này trực tuyến từ các đánh giá  rất vui vì chúng tôi đã đến đây  tôi và đối tác của tôi đều có những chiếc pizza lớn không phán xét chúng tôi đã lấy đi một chút cho sau này haha chúng tôi đã chia sẻ diavola và pizza truffle giữa chúng tôi ,0,0,0,5,0,0
2318,thương hiệu nem chả nổi tiếng quy nhơn  sản phẩm hiện tại cũng khá đa dạng ,0,0,0,5,0,0
2322,mình đến jollibee chỉ để ăn kem các cậu ạ  quán rộng nhưng bố trí khá chật hẹp  gây cảm giác bị bàn khác soi khi ăn luôn ấy    còn về phần phục vụ thì có vẻ khá chậm chạp  dao nĩa thì khá ít  một lần đi lấy rất rất bực luôn đấy     thức ăn  trừ món kem thua xa kfc và lotte  nhưng điểm cộng là món ăn phong phú hơn và món kém khá ngon  ,0,0,0,3,0,0
2323,quán này bình dân  nằm trong con đường nhỏ nên coi bản đồ trước khi đi cho chắc ăn  hải sản rất tươi  đi sớm tầm 5h thì có chỗ  7h tối là kín mít bàn  đông nghẹt  không có bàn ngồi đâu  quán phục vụ dễ thương  để xe ngay phía trước quán luôn  có người coi xe miễn phí  menu quán này ít món  chủ yếu là các món tôm hấp thôi  tôm càng  tôm hùm  tôm vỗ cua huỳnh đế thì lúc có lúc không  các món ốc cũng đơn giản  không đa dạng lắm  cháo hải sản 1 tô 70k  vừa nhiều vừa ngon  nhiều topping lắm  hàu  tôm  mực    mua thêm bánh tráng chín ăn kèm  no nê luôn  chắc chắn còn quay lại quán này nhiều ,0,0,0,4,0,0
2325,hai san tươi  ngon  chăc nich va nhiêu đô la  lân đâu ăn con nhum to khung bô thê  sia vưa to vưa ngot  gia ca qua re so vơi 1 quan cơ nha hang  đia bao ngư co trăm ma to nhiêu phat sơ  thich nhât la sư chuyên nghiêp cua nhân viên  đông kinh khung ma ko bo sot ai  minh hoi nha vê sinh ơ đâu con nhin theo thây minh vao đung nơi mơi quay lam viêc khac  cô chu quan nhiêt tinh giơi thiêu  chu đao va đang yêu,0,0,0,5,0,0
2327,bánh xèo ở đây ăn rất ngon  đặc biệt là nước chấm  nước chấm ở quy nhơn nói chung ở bất kỳ quán ăn nào đều rất đậm đà và ngon  dù đặc sản của quán là bánh xèo tôm nhảy nhưng tôi ấn tượng với bánh xèo thịt bò nhất ,0,0,0,5,0,0
2334,hải sản tươi  nhất là món gỏi hàu  diện tích hơi nhỏ nên mùi hải sản chưa xử lý được ,0,0,0,4,0,0
2337,món ăn ngon giá cả hợp lý  không gian thoáng mát  phục vụ nhiệt tình chu đáo,0,0,0,5,0,0
2340,mình vào ăn tầm 4h chiều  quán vắng chỉ có vài khách  thấy quán rộng mà cũng khá sạch nên quyết định thử  vỏ nem cuốn  rau ăn kèm đầy đủ nhưng cách phục vụ kém thật  cứ đặt toẹt đồ trước mặt khách  nước cũng đặt toẹt ở bàn  bưng bánh ra cũng thế  đến lúc trả tiền mới hốt  60ksuất2 bánh  ăn bánh xèo thôi mà  có cần mắc vậy ko    dù là nhân bánh cũng ok nhưng vẫn cảm thấy mình bị chém thật ngọt ,0,0,0,2,0,0
2341,rượu đúng chất bầu đá bình định  mình sẽ tiếp tục ủng hộ ,0,0,0,4,0,0
2342,đồ ăn sáng hơi ít,0,0,0,2,0,0
2347,đồ ăn được  ốc tươicà na hôm nay mình ăn hơi nhỏ khui mệt nước chấm hơi mặnnói chung là ổn thôi chớ hok có xuất sắc được cái giá cũng hợp lý  ko mắc ko rẻ,0,0,0,4,0,0
2348,đến ăn theo review trên này  quán mới chuyển qua cái hẻm ở đào duy từ thì phải k còn ở số 40 nữa  đồ ăn  ngon phục vụ  nhiệt tình  anh chủ nói chuyện rất thân thiện giá cả  rẻ  rõ ràng  ở quán có menu giá đầy đủ nhé không như mn review trên này là k có giá sẽ còn quay lại,0,0,0,5,0,0
2350,mình tới quán ăn lúc tối  thực sự thì món ăn cũng ngon cho tới khi mình tìm thấy moitj cọng thun vàng trong tô bún cá của mình  không ăn nổi nữa  mình nghĩ ai cũng sẽ có sai sót chỉ cần sửa sai thôi  vậy mà khi mình nói quán thì nv vội vàng mang cọng thun đi dấu sợ mình chụp hình lại  và không hề xin lỗi mình một câu nào  thất vọng,0,0,0,1,0,0
2352,nem chả ơn đây giá cả khá rẻ và rất ngon thích nhất là chả quế và nem,0,0,0,5,0,0
2354,sau bánh mì pate miền bắc  loại bánh mì thứ 2 được ưa chuộng sau đó chính là bánh mì như lan  nhân bánh với chả giò kẹp cùng đu đủ trộn chua ngọt  giòn ,0,0,0,4,0,0
2356,đồ ăn ở đây rất ngon đặc biệt là món burger cùng với khoai tây chiên khác lạ hơn nữa tôi đã được thưởng thức coctial rất đặc biệt phục vụ dễ thương nhiệt tình làm cho trải nghiệm của tôi tốt đẹp hơn,0,0,0,5,0,0
2357,giá cả hợp lý  hải sản tươi sống  phong phú  chế biến thì cũng bình thường  nói chung khá ổn  nhân viên nhiệt tình ,0,0,0,4,0,0
2362,thực đơn hợp lý  quán ăn thoáng mát  sẽ đền lần nữa  ,0,0,0,5,0,0
2363,để tim được 1 quán ăn ngon hợp vệ sinh  và không gian hoài cổ thì quy nhơn chỉ có không quá 2 quán  quán không chỉ mang đến món ăn ngon mà còn đem đến cái hình ảnh để khách du lịch để lại 1 dấu ấn cho quy nhơn  thức ăn của quán thì khỏi bàn đối với mình quá là ngon như cơm mẹ nấu thật ngon đậm đà  nhưng về giá thì hơi chua chát  giá hơi cao so với người dân ở đây và dân văn phòng  chỉ cần 1 bữa no thì đi 4 5 người phải bỏ ra mỗi người 150   200k có dịp ghé quán thì mình sẽ suy nghỉ về khoản tiền dó để lựa chọn quán khác bình dân hơn  nhưng mình vẫn đánh giá cao về quán này,0,0,0,4,0,0
2364,nhà hàng được coi là có khách nhất từ trước tới nay    có bán các loại hải sản như cua huỳnh đế  cua gạch  tôm hùm  tôm càng  cá mú  cá mặt quỷ  nghêu  sò  ốc các kiểu    một món ăn một hương vị khác nhau mang đặc trưng của vùng miền    mình biết tới nhà hàng từ rất lâu và không khi nào quán vắng khách cả    nhân viên ở đây phục vụ rất tận tình với khách hàng không riêng gì khách hàng ngoại quốc  nhà hàng có các dịch vụ phòng vip phục vụ các bữa tiệc liên hoan các kiểu   ,0,0,0,5,0,0
2370,quán nhỏ  bình dân  đồ ăn ngon  người địa phương mới biết quán này ,0,0,0,5,0,0
2373,quan đông khach nhưng phuc vu chưa chuyên nghiêp  thưc ăn cung binh thương  nhân viên phuc vu không tôt lăm ,0,0,0,3,0,0
2377,đồ ăn ok  giá ok  bàn ghế thoải mái  quán rộng rãi ok  trước đi 2 lần rồi nghe nói có món mới  mì bay  thấy chụp hình hấp dẫn  mình cũng lếch đi xem sao  đi buổi chiều mà k có  buồn  đành gọi mì cay  lúc lấy đũa với muỗng mới thấy bẩn k thể tả  thật sự ý  2 lần trước mình đi lúc quán mới mở thấy k bẩn  thế méo nào quay lại lần này  bẩn hết hồn luôn  bạn có thể tưởng tượng rằng cầm muỗng lên bạn sẽ thấy vết dầu mỡ còn dính  rất nhiều cái muỗng  đa số đều bị dính ý  chưa kể ngay cả tương ớt  k hiểu s vẫn còn dính chỗ tay cầm luôn  vết dính đã lâu nữa  khinh khủng ý  lúc đó cũng quên chụp lại mất tiu  mong chủ quán sẽ chú ý khâu vệ sinh hơn nữa,0,0,0,1,0,0
2380,bữa nay được mấy đứa bạn rủ tới quán cafe inn  tưởng quán nào chứ thì ra là mình chưa đi bao giờ hj  quán này nhìn đẹp  cách trang trí quán cũng rất sáng tạo  quán được các bạn trẻ hay tới  mình kêu ra mấy món thì đều ngon hết á  nhân viên phục vụ nhiệt tình mà giá cả thì tùy từng món  riêng có cafe thì rẻ mà mấy món khác cũng hơi cao  nói chung cũng ok  lần sau ghé lại tiếp,0,0,0,4,0,0
2386,lần đầu tiên tới quy nhơn và mình đã đặt ship 2 ly về nhà   theo cảm nhận của mình thì nước trái cây ngon hơn so với ly ô long chese   chese khá ngon nhưng nước thì k được ngon lắm so với cảm nhận của bản thân mình   nhưng thay vì đó nhân viên rất ok,0,0,0,4,0,0
2388,hải sản tươi  nấu rất ngon mà giá lại rẻ,0,0,0,5,0,0
2392,tìm trên foody thấy quán này  mình dân du lịch ghé ăn thử  vào thấy toàn dân địa phương  có bàn còn toàn mấy cô chú công an ngồi   mình không ăn được cay nên không nhận xét chất lượng do chỉ ăn chút ít  bạn mình ăn cay được khen lấy khen để nên mình cho rằng rất ngon á    giá quá rẻ luôn  tụi mình gọi 2 ly sữa đậu nành nữa hết đâu đó 50k  bạn nào ăn cay được mại dô quán này nha  ,0,0,0,5,0,0
2393,đến đây thấy quán hơi nhỏ nhưng không gian ngồi rất thoải mái  mấy món nướng ướp gia vị thấm  vừa ăn  nhân viên phục vụ nhiệt tình  giá không đắt,0,0,0,5,0,0
2395,bánh xèo ở đây rất ngon  mình thường xuyên gọi ship về nhà  bánh làm rất nhanh được ship trong khoảng 10 phút  bánh rất ngon thêm một điểm cộng là rau ở đây cực kỳ tươi nhất là phần rau mầm và xoài xắt kèm theo,0,0,0,5,0,0
2399,ai đi qui nhơn nhớ ghé quán này  hải sản ở đây rẻ lắm luôn  mình gọi nửa kí tôm càng  nửa kí tôm vỗ  1 tô ốc thập cẩm  1 tô cháo hải sản tô lắm  nước ngọt linh tinh mà tính hết có 375k  ăn mắc mệt luôn đó phải biết những chỗ như này để ăn được nhiều  chứ nhiều chỗ chặt giá ghê lắm á ,0,0,0,5,0,0
2402,chỗ này hay ăn nhưng giá có mắc hơn chỗ khác đôi chút 25ktô bánh canh để 3 4 các loại chả chả cá hôm qua ăn mùi hơi khó chịu  bánh cuốn chả cá thì ngon  làm cũng nhanh nhiều chỗ bánh canh bán có 15k thôi ngon hơn đây nhiều ,0,0,0,3,0,0
2404,nhà hàng mát mẻ  phục vụ tận tình  giá cả hợp lí   hải sản thì luôn tươi sống  có dịp sẽ tới lần nữa ,0,0,0,5,0,0
2405,quán thì k có gì nổi bật mà giá thì hơi cao  kiểu setup thì cũng bình thường  nhân viên thì như kiểu có khách cũng dc k có thì cũng k cần  nói chung nếu ghé kiss thì nên ghé idol or các quán bình dân thì ok hơn,0,0,0,2,0,0
2407,thực phẩm tuyệt vời  bầu không khí rất thoải mái  bạn phải thử bia và cocktail rooster của họ  dot và reece  bạn đã thực hiện một ngày ,0,0,0,4,0,0
2410,giá cả thì đối với mình khá đắt  54k một tô  bánh mì nướng thì 18k  nhưng ăn rất ngon  mình gọi kem tuyết xoài  đá bào ở đây có vị rất ngon giống như nước xoài để lạnh rồi xay ra thành đá hay sao ấy  ăn có vị xoài rất rõ  sẽ quay lại lần sau  3  ,0,0,0,4,0,0
2411,hôm nay là thứ mấy  chắc chắn là thứ 2   lại như thường ngày lon ton chuẩn bị rồi vi vu dọc dọc những con đường để tìm quán lạ mới mở để sống ảo úp hình lên face   quán có không gian màu vàng cực dể thương và mới mẽ ở quy nhơn  quán khá rộng và có nhiều chổ để chụp hình đẹp  về thức uống thấy khá nhiều để chọn lựa trong tầm giá từ 20 35k nhé  quán mới mở nên bao ngon nè  cách phục vụ của quán mình khá thích mặc dù quán đông nhưng vẫn thân thiện chu đáo  rất phù hợp cho nhưng bạn trẻ học sinh sinh viên muốn tìm nơi chốn lạ để check in  ,0,0,0,5,0,0
2416,tôi thích đi sisters cho pizza hay mì ống ngon  dịch vụ thân thiện  nhanh chóng và họ kiểm tra với bạn để xem mọi thứ diễn ra như thế nào  thức ăn ngon và ngon ,0,0,0,5,0,0
2417,ghé quán ăn trưa   nghe nói cơm gà ở đây nổi tiếng nên kêu thử dù quán có nhiều món   dĩa cơm bưng lên nhìn miếng gà chiên giòn to vật vã   ăn thấy bình thương   gà hơi bị khô   không ăn kèm với canh rau thì thú thiệt nuốt không nổi   hao hao giống cơm gà xối mỡ ở sài gòn   nói chung không ngon   ăn mau ngán   còn cơm bò thì bò hơi dai nước sốt ngon   giá cao so với mặt bằng quy nhơn,0,0,0,2,0,0
2420,2 đứa vào lotte gọi 1 phần combo gà h  s có 2 miếng gà sốt  1 phần khoai tây chiên và 1 ly nước gọi thêm 2 cây kem socola tổng thiệt hại là 95k đồ ăn ok như các chi nhánh khác,0,0,0,5,0,0
2422,cuốn ngon  bánh canh ngon nhưng sợi bánh canh rất ít  mùi vị bánh canh vẫn giữ nguyên bao nhiêu năm nay  mỗi lần về quy nhơn lại ghé vào quán để ăn  quán đông nên phải chờ gần 10 phút  thỉnh thoảng hết chỗ đó khách đông  không có chỗ để xe nên phải để xe bên cạnh quán ,0,0,0,4,0,0
2424,lòng heo ở đây ăn ngon  thơm  cắt miếng bự bự nhai đã miệng nước mắm và rau xoài ăn chung cũng vừa vặn tuy nhiên bánh hỏi thì nguội nên mình ko thích  kiểu trời lạnh thì vẫn thích ăn gì ấm ấm hơn giá 30kphần cũng ok,0,0,0,5,0,0
2437,có 2 cơ sở nhưng cơ sở 2 ăn k ngon miệng k ghé lại,0,0,0,1,0,0
2438,quán này gần chỗ homestay mình ở  thèm trà sữa nên mua uống thử  mình gọi trà sữa olong  trân châu và thêm váng sữa phomai  trà sữa hơi ngọt 1 tí  nhưng ngon và đậm vị  váng sữa phomai cũng rất ngon  đậm vị cream cheese  ,0,0,0,5,0,0
2442,quy nhơn trở thành con mồi hot cho những hãng trà sữa có tiếng tăm ở những thành phố lớn khác khi nào vậy  thêm 1 quán trà sữa heekcaa mới mở cho những team truy lùng trà sữa lạ rồi nhé  ở đây mới mở nhưng giá thì hơi chát  từ 39k 65k tùy chọn hương vị nhé  có cả món nước nữa  gần như là gấp đôi gấp 3 những hãng tà sữa khác nên bạn phải cân nhắc về chất lượng và đồng tiền bỏ ra  mình thấy cũng khá là ngon  nhưng hơi chát so với đối tượng sinh viên để bỏ ra 1 khoản tiền uống trà sữa như v nhé ,0,0,0,4,0,0
2446,đến quán ăn cũng nhiều lần rồi nhưng cảm giác thái độ phục vụ của quán chãnh quá  không hiểu quán cần khách hay khách cần quán nữa  bánh  nước cũng ko phải gọi đặc sắc đến mức quán phãi chãnh với khách như vậy  có lẽ mình sẽ tìm một địa điểm thích hợp hơn  bỏ đồng tiền ra vừa ăn ngon lại đc phục vụ chu đáo hơn ,0,0,0,1,0,0
2447,quán rất thân thiện  đồ ăn ngon với giá cả hợp lý   món ốc hương   ghẹ   ngao còi   ốc móng tay đều rất ngon  nếu có dịp đến quy nhơn lần nữa gia đình mình sẽ quay lại quán 3,0,0,0,5,0,0
2451,quán có 2 tâng  có phòng riêng để tiệc tùng sinh nhật  nướng ngói mềm  chín vừa   nguyên liệu cũng tươi niawx   mỗi cái quan đoong nên phục vụ hơi lấu xí xí   gọi tính tiền mà đợi cung 5   10 phút,0,0,0,4,0,0
2454,không gian  khá rộng rãi  thoáng mát  sạch sẽ    món ăn  lúc mình đến 10h hết cháo rồi  dĩa đầy đủ từ lòng  phèo  gan  dồi  thịt    rau ăn kèm khá nhiều  bánh hỏi và nước chấm ngon    phục vụ  khá nhanh  ok    giá  40kngười ,0,0,0,5,0,0
2456,tôi đã đến đây dựa trên các đánh giá nhưng tôi đã thất vọng  mặc dù không đắt  mì của tôi khá không ngon và bahn mi mỏng và hầu như không có bất cứ thứ gì trong đó ,0,0,0,2,0,0
2461,luc trc chi 17k tô nay lên gia xiu 20ktô nhưng ma hương vi va chât lương vân như ngay nao  ăn ơ quan nhiêu lân rôi hôm nay mơi co dip review cho acebb cung biêt  cha ca rât thơm thit cua tươi dai ko bơ  minh thich ăn nhât la banh canh gao  rât rât ngon   vân se ăn dai dai ơ đây,0,0,0,5,0,0
